Avg._Area_Income,Avg._Area_House_Age,Avg._Area_Number_of_Rooms,Avg._Area_Number_of_Bedrooms,Area_Population,Price,Address,Price_per_Bedroom
66574.71,5.55,6.84,2.17,69575.45,1702406.04,"551 Macdonald Viaduct
West Stephanie, TN 55360",784518.91
91731.15,5.18,7.94,6.3,33102.1,1566471.01,"860 Thompson Skyway Suite 901
Kimshire, AR 37353-5106",248646.19
75487.03,6.45,7.74,4.02,41105.39,1592210.18,"5036 Peterson Throughway
East Megan, GA 08456-4696",396072.18
58088.44,6.02,5.79,4.21,51925.41,937628.35,"Unit 5584 Box 2763
DPO AE 40544",222714.57
76319.22,6.87,6.29,3.45,48026.31,1558547.58,"09437 Carolyn Mountain
Knappview, CA 70608-7504",451752.92
60575.16,5.91,6.96,2.29,32158.97,1156329.27,"5052 Chloe Lights Apt. 374
North Scott, IA 81431",504947.28
69607.13,7.08,7.83,3.35,34609.04,1514349.69,"8781 Robert Lakes Suite 880
East Wendy, ID 51813",452044.68
67056.84,5.22,7.16,5.25,25134.68,1039107.33,"3440 Cannon Lakes
Port Melaniehaven, WA 60324-0399",197925.21
60640.93,5.17,5.36,2.32,43119.54,809089.67,"0956 Isabella Lodge
East Valeriefurt, CO 64441",348745.55
69031.91,5.78,5.5,3.23,15660.4,675536.39,"36736 Kristi Radial
Port Carl, ID 35292-9269",209144.39
80356.21,4.66,9.71,5.02,16215.42,1373589.8,"10492 Reed Track
North Ericstad, IA 78774-8363",273623.47
60081.18,6.77,8.2,4.3,60195.75,1690091.02,"Unit 6269 Box 9041
DPO AE 13073",393044.42
61881.48,6.52,7.11,5.38,35597.37,1253370.15,"1486 Elizabeth Plains Apt. 235
New Cynthia, MD 73729-5878",232968.43
59590.97,6.89,5.74,2.03,24153.88,774073.56,"239 Anna Locks Suite 853
Lisaland, GA 31515-2260",381317.02
89831.32,5.2,7.72,6.37,45335.36,1741959.83,"77610 Evan Field Apt. 712
West Shannonland, WI 30751",273463.08
72175.28,7.42,6.83,2.09,50305.8,1705762.79,"11385 Thomas Ford
New Karinaton, HI 01691-9923",816154.44
67589.05,6.21,6.06,2.34,33203.38,1071109.92,"385 Barnes Lock Suite 561
Lake Kellytown, NJ 74310",457739.28
77300.03,5.26,6.94,4.49,29499.04,1118047.99,"039 Chan Meadows
South Amandahaven, TN 78068",249008.46
65382.89,5.4,7.65,6.08,41723.05,1165253.03,"945 Schneider Villages Apt. 519
West Brittneyburgh, ID 36371-1622",191653.46
71145.21,6.15,6.77,2.31,35642.53,1280910.19,"15288 Steven Extensions Suite 209
Zacharybury, KS 87707-6205",554506.58
61053.04,5.79,5.69,2.02,40675.77,841122.88,"8559 Cooper Cove Suite 935
Katherinemouth, NE 81147-6595",416397.47
65125.95,5.93,7.06,4.19,37642.79,1228810.75,"90043 White Lane Apt. 673
Williamburgh, DE 67265",293272.26
51949.3,6.21,8.05,5.28,35336.06,1086072.07,"40094 Yates Lodge Suite 008
Fergusonborough, LA 87592-4342",205695.47
75897.99,5.32,6.77,3.33,34162.67,1204372.3,"17853 Michael Motorway
Danielfurt, MH 28095",361673.36
71468.35,6.16,6.36,3.35,43269.03,1345004.12,"48466 Brown Port Apt. 116
South Chelseatown, CO 28752",401493.77
53287.99,5.76,7.16,3.32,45152.01,1116902.34,"0205 Rose Crescent
East Ritaside, MD 10967",336416.37
61503.04,5.13,7.02,3.12,37650.87,822431.73,"18941 Ray Ports
East Nicoleland, OR 67363",263599.91
68896.05,6.39,8.37,4.47,28394.61,1360623.69,"1515 Watson Fort
Christopherberg, MP 90562",304390.09
91159.42,6.54,7.37,3.01,54861.09,2298379.49,"170 Smith Wall
South Christopherhaven, AZ 87521",763581.23
63375.35,6.67,7.88,3.41,45633.19,1400498.27,"064 Kaufman River
Danielburgh, CO 09090",410703.3
59695.57,5.45,6.03,2.04,20702.8,566848.73,"295 Angela Harbors
East Patriciaburgh, GA 95388",277867.02
63183.89,5.57,7.54,5.08,58691.2,1367586.28,"950 Luis Avenue Suite 364
West Nicole, OR 03658-3559",269209.9
61177.81,7.0,7.09,5.13,26396.29,1113373.52,"27945 Clark Tunnel
Kleinmouth, NV 19751-3095",217031.88
58642.31,5.21,6.28,3.42,35131.58,721974.55,"6163 Michael Orchard
Gallagherborough, GA 48395",211103.67
53112.28,5.14,6.33,4.25,40367.38,685503.99,"4158 Drew Plains Apt. 975
Ericaview, MP 60784",161295.06
40366.62,4.9,7.62,5.07,16349.37,152071.87,"503 Howard Pass Apt. 427
Fernandezborough, GA 02514",29994.45
62207.48,7.3,7.0,5.38,34317.54,1280431.57,"2084 Carter Highway Suite 935
New Stevenmouth, DE 67121",237998.43
57477.95,5.41,7.21,6.35,23649.97,568703.18,"2105 Lauren Radial
Lake Michellestad, FL 92096-6812",89559.56
55630.49,6.28,8.93,6.0,38943.1,1200764.84,"3407 Preston Pine
East Mark, NY 86626-3319",200127.47
72399.31,6.74,7.55,6.15,41662.0,1607161.64,"719 Raymond Route
West Diane, ME 60200-7803",261327.1
89868.89,4.5,7.23,5.45,30101.72,1421715.42,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133",260865.21
59801.49,4.21,4.95,2.03,33534.93,311111.2,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371",153256.75
61957.15,7.84,7.47,4.19,38448.49,1338044.38,"791 Noble Port
Michaelland, OK 69198",319342.33
71123.43,6.69,6.17,3.43,44020.14,1417870.98,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617",413373.46
55202.71,4.38,8.26,3.4,28424.95,796389.44,"690 Lozano Inlet
Michelleville, AL 07048-6472",234232.19
79298.12,7.19,5.34,3.44,15753.27,1310207.13,"3591 Pham Spring Suite 077
Lisaport, CT 43572",380874.17
65070.57,7.14,5.58,4.3,24852.57,994897.73,"Unit 9227 Box 8732
DPO AE 73770",231371.57
68494.98,7.23,7.27,5.46,13998.57,1202987.83,"530 Johnson Circles
Cathyborough, MN 30306",220327.44
55702.21,5.55,5.65,3.08,40087.8,768751.9,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231",249594.77
57233.61,7.89,6.04,2.27,37374.92,1211655.31,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596",533768.86
85313.89,6.03,6.63,4.21,23974.44,1540418.22,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286",365895.06
60224.65,4.68,5.43,3.23,42182.86,712228.42,"97544 Williams Unions Suite 893
South Harry, ME 21119",220504.15
73873.82,6.79,6.63,3.17,33336.33,1525533.41,"844 Hanson Points
East Lisa, ME 83883",481240.82
63149.49,7.16,5.52,2.04,37578.85,1034218.4,"171 Rocha Via
Cassandrafort, RI 90064-6234",506969.8
58593.79,4.66,6.33,2.04,39287.53,874103.66,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644",428482.19
73839.87,6.45,8.27,4.19,47602.51,1912825.29,"75441 Ritter Corners
North Roberttown, UT 52401-4300",456521.55
75984.83,6.73,7.89,4.31,42248.69,1754770.59,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056",407139.35
82145.37,6.54,6.88,4.23,25736.1,1340066.91,"885 Veronica Stravenue
Wilsonland, FM 77249-8036",316800.69
69017.18,5.78,5.78,3.11,55830.75,1446756.86,"42822 Billy Lights
Tranchester, TX 45052",465195.13
75429.18,6.82,7.57,5.48,36769.25,1592768.24,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419",290651.14
69513.54,4.12,7.64,6.08,14054.05,660364.98,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567",108612.66
57782.42,5.16,6.33,2.46,33426.85,861321.58,"Unit 2107 Box 1980
DPO AA 76733",350130.72
74372.14,6.56,8.18,6.35,34321.96,1648246.77,"111 Wilson Cape Suite 484
Hernandezton, VI 53808",259566.42
63522.12,5.54,6.95,2.04,31995.53,977135.89,"720 Vasquez Crest
Roberthaven, OK 57313",478988.18
61193.71,7.65,9.09,3.21,33196.06,1591934.19,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581",495929.65
60316.79,4.31,5.56,4.12,33831.89,695386.33,"126 Kim Mount Apt. 763
Mariemouth, TN 60875",168783.09
58469.91,5.41,4.81,2.26,33547.98,568977.07,"43340 Thomas Mission Suite 671
Longport, VT 28226",251759.77
75179.9,4.6,7.2,5.13,23978.09,935590.8,"38138 Carter Shores
Lake Felicia, OK 96739-7550",182376.37
56186.96,3.99,8.96,5.2,41855.65,984311.77,"569 Jeremy Orchard
New Randy, RI 27359-4665",189290.72
73225.07,5.93,6.87,2.3,61830.54,1796245.81,"81623 Jenna Brook
Davidfort, PR 76020",780976.44
74338.93,5.08,5.19,4.07,18057.17,720080.23,"6548 Christopher Pike
West Adammouth, NJ 07199",176923.89
52188.12,5.64,5.81,4.03,42495.75,783808.4,"56449 Walters Forks
Port Juliaburgh, DE 80081",194493.4
83311.1,6.69,8.3,3.16,30386.37,1598615.97,"2172 Jensen Lodge
Porterport, NJ 82686-8071",505891.13
72288.68,6.6,7.98,5.11,39146.92,1564125.24,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899",306091.05
54866.22,6.99,7.29,3.46,35192.84,929480.63,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656",268636.02
85759.66,4.79,8.97,6.22,25897.76,1414495.34,"222 Kevin Walks
North Robertoton, FL 87877",227410.83
59453.34,6.29,7.48,6.08,29697.64,837668.1,"809 May Mills
Yoderburgh, NH 42375-8927",137774.36
69878.77,7.22,6.25,4.02,26814.17,1197515.45,"48635 Burch Pine
Lake Ellen, KY 06268",297889.42
59243.3,6.73,7.06,4.26,51405.35,1232004.83,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237",289203.01
57853.33,6.5,7.32,4.36,47688.23,1285933.41,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463",294938.86
66643.31,6.39,7.7,4.41,30971.16,1361521.98,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460",308735.14
69248.3,5.96,5.65,2.21,35990.1,1090826.37,"1249 Rodriguez Skyway
East Laura, UT 81039",493586.59
75129.72,6.29,7.45,3.37,41620.29,1475319.7,"9699 Gilbert Trail
Port Marymouth, VT 17881",437780.33
76210.0,7.01,5.46,4.22,22721.65,1066659.38,"3283 Wu Greens
West Michelleton, AS 48620",252762.89
69342.38,6.07,8.02,3.43,21641.97,1117432.98,"814 King Fords
Ortizton, WY 09795",325782.21
77630.96,6.81,6.83,2.29,31739.89,1420283.56,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671",620211.16
68929.16,7.59,6.89,3.24,172.61,840272.86,"178 John Fork Apt. 779
East James, VT 90132",259343.48
70990.8,6.01,4.65,2.46,30904.25,1024907.94,"USNS Fuentes
FPO AE 40375",416629.24
55860.68,7.75,9.02,5.12,40335.22,1494241.23,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250",291843.99
56380.99,5.71,6.65,4.37,43994.24,1125880.49,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638",257638.56
64306.34,4.81,7.88,4.28,30762.36,1082455.02,"74367 Howard Cliff
Antoniotown, CO 92048",252910.05
76547.96,6.5,6.97,3.08,40564.64,1554634.99,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710",504751.62
57101.72,5.49,7.65,6.09,41104.47,1011365.36,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184",166069.85
76192.66,7.3,7.34,6.33,21245.84,1432756.52,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467",226343.84
79585.55,5.78,8.43,4.32,31773.34,1612717.55,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772",373314.25
70759.86,6.37,5.49,4.2,25981.83,973299.86,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528",231738.06
76907.24,5.21,6.46,4.21,21658.41,679228.99,"433 Patterson Parkways
East Ryan, RI 32244-3823",161337.05
64744.94,5.9,8.47,6.03,28880.02,1270999.94,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341",210779.43
51976.02,5.35,7.38,4.42,36360.17,910211.02,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033",205930.1
61252.64,5.19,7.19,4.43,40890.27,1026271.8,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550",231664.06
58841.14,7.75,6.92,4.05,39555.07,1496729.54,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455",369562.85
79112.64,6.36,7.85,5.27,33771.74,1490539.06,"8923 Theresa Corner
New Annefort, KS 04537",282834.74
76056.29,6.48,8.25,5.4,28470.7,1491838.49,"648 Mark Green
New Aaronberg, MD 57319-9128",276266.39
52399.65,6.8,8.97,3.11,18092.13,996771.25,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583",320505.23
77551.63,5.54,4.68,2.03,35834.49,1064854.31,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155",524558.77
64160.82,5.68,6.53,4.05,32339.01,985749.79,"6049 Jacqueline Centers
Elizabethberg, WA 74545",243395.01
71167.03,7.33,9.44,4.35,35174.87,1952622.4,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341",448878.71
84963.66,7.07,6.21,3.02,40447.01,1754969.16,"758 Chen Ramp
North Angela, IL 06000",581115.62
59712.82,5.74,6.98,3.23,42601.84,1122240.36,"USNS Webb
FPO AP 49097",347442.84
77733.73,5.62,5.97,3.23,32074.58,1236931.73,"672 Larson Ramp
Robertside, NC 16903",382951.0
85707.08,4.37,6.35,4.47,10424.42,966084.42,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834",216126.27
70280.36,4.73,5.01,4.4,39662.74,852268.67,"Unit 0180 Box 6419
DPO AP 42418-5393",193697.42
69330.74,7.32,6.25,2.0,30097.84,1280669.87,"3556 John Mountains Suite 339
West Michael, KS 02710",640334.94
72988.71,5.96,5.75,3.36,50566.64,1190213.51,"6925 Sherry Run
Mcdonaldville, VT 76937",354230.21
65697.82,5.73,7.28,4.2,28742.13,1123851.14,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486",267583.6
76245.22,7.96,7.83,3.12,32016.23,1689120.43,"7683 Susan Circles
Jimenezview, ID 13223-8250",541384.75
53546.87,7.17,8.34,3.49,45504.2,1573347.79,"7336 Joyce Street
Ryanberg, OH 51245",450815.99
73643.06,6.77,8.34,3.34,43152.14,1696977.66,"127 Sharp Well
North Bernardbury, IA 84600",508077.14
84774.45,7.02,5.45,2.27,32383.56,1414286.72,"Unit 1747 Box 4835
DPO AE 80269",623033.8
58140.94,5.06,6.65,2.27,49337.53,755292.11,"420 Miller Green Apt. 769
Amyview, NH 15629-9831",332727.8
61881.16,6.29,6.05,2.31,21397.45,714706.43,"499 Mcintosh Parks
Alexandraport, MN 57727",309396.72
75312.26,5.36,6.67,4.09,9487.92,944001.56,"004 Susan Lights Apt. 864
Ericstad, SD 18478",230807.23
81328.81,6.48,6.91,3.01,31231.54,1523136.48,"38412 George Forge Apt. 680
West Erika, MO 03932-3322",506025.41
77931.48,6.5,6.65,3.33,23182.6,1422916.81,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136",427302.35
84602.6,7.1,7.01,6.11,39683.44,1945618.66,"1391 Kimberly Port
Smithhaven, WA 19630",318431.86
72445.03,5.49,6.51,2.48,69553.99,1726719.07,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029",696257.69
57497.13,6.67,7.52,5.17,43204.16,1051123.83,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496",203312.15
87266.34,8.25,7.23,5.0,45161.19,2249122.54,"03567 Scott Fork
West Lisahaven, ND 55466-3035",449824.51
62431.94,6.8,8.6,4.48,44115.98,1523915.14,"9249 Robert Cliffs
New Susan, AR 48038",340159.63
72107.43,4.54,6.98,3.0,29981.35,1039517.53,"Unit 5105 Box 8178
DPO AP 03939",346505.84
55577.07,6.53,7.16,3.47,19560.01,818057.9,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603",235751.56
62327.89,5.23,7.29,4.43,43364.43,1115466.59,"7909 Freeman Plains Suite 223
Griffithside, OR 90674",251798.33
73931.14,5.66,6.98,2.46,29568.96,1258178.8,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261",511454.8
63429.27,6.36,8.44,3.31,37999.0,1435423.71,"Unit 1395 Box 3341
DPO AE 13371-5663",433662.75
73423.9,5.98,5.81,3.49,34711.78,1153470.44,"0831 Kathleen Mill
North Connieside, TN 84541-4719",330507.29
75175.87,8.56,5.2,2.07,22367.48,1425603.49,"9491 Parrish Springs Suite 070
Staceybury, OK 75939",688697.34
56636.25,6.26,7.86,4.5,28139.37,1048350.69,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686",232966.82
67665.94,6.47,6.33,3.41,24758.49,1214482.38,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308",356153.19
65986.82,4.53,6.86,2.15,24056.6,821859.07,"559 David Mall Apt. 334
Port Mark, MA 66518-9630",382260.03
54273.91,5.55,6.8,4.44,24233.06,753652.27,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369",169741.5
75547.84,3.99,7.33,6.12,40043.1,1220001.33,"914 Harry Bypass
Mccannborough, FL 87366",199346.62
70151.09,6.72,7.71,5.41,15255.24,1075675.11,"USNV Williams
FPO AA 55365-5477",198830.89
74449.12,6.22,7.39,3.1,24837.59,1396082.35,"408 Davis Lakes
Arianaton, TN 06641",450349.15
66919.64,7.83,7.32,6.03,18867.78,1137801.93,"91853 Ford Drive
Princechester, PW 94622-8419",188690.2
68473.86,5.75,6.23,2.19,43146.98,1159953.59,"196 Brian Village Suite 689
Christensenland, NV 93801-8912",529659.17
76113.22,6.38,7.74,5.07,26481.51,1487849.88,"8231 Douglas Pines
Michaelbury, IN 40415",293461.51
61212.2,6.41,5.54,3.5,32045.56,1103072.44,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024",315163.55
59768.81,5.81,7.43,3.48,26202.63,897291.12,"637 Jesse Mountain
South Amanda, ME 03675-4416",257842.28
78847.54,5.57,7.03,3.26,20653.9,1214320.57,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626",372490.97
75735.34,5.76,8.07,5.28,37268.27,1364363.38,"7874 Reynolds Road
Rileystad, WY 26189",258402.16
77847.35,5.24,7.28,3.21,30231.81,1249092.93,"USNS Beard
FPO AP 37680-7514",389125.52
56231.16,5.46,5.01,2.47,52657.03,946479.23,"427 Melendez Court Suite 745
South Misty, PW 59633-0548",383189.97
89163.5,4.69,6.01,2.27,44016.15,1659805.18,"24016 Smith Crossroad
West Sherryburgh, NV 03282",731191.71
62377.06,6.29,7.22,4.46,39075.96,1285399.56,"7508 Alyssa Mission
Mccartytown, AL 15250-4289",288206.18
68864.28,6.0,4.97,4.17,29802.32,898281.9,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957",215415.32
82440.9,6.29,7.04,5.04,27545.53,1483848.17,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341",294414.32
60948.88,7.16,6.22,2.36,39754.39,1353488.42,"366 Nancy Lock Suite 459
Grantland, FM 70532",573512.04
69729.61,6.17,7.24,5.11,31719.74,1268703.81,"029 Smith Plains
Lindseyville, NV 06256-8392",248278.63
75491.8,6.3,7.33,6.14,26013.68,1448573.84,"USS Walker
FPO AP 95931-9404",235924.08
80648.07,6.36,5.88,3.49,35091.96,1343605.8,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608",384987.34
84036.6,7.73,5.74,4.21,32766.6,1511537.75,"PSC 5629, Box 1683
APO AA 30380-2875",359035.1
76590.38,5.94,7.69,3.31,40643.08,1662038.76,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342",502126.51
63534.46,6.47,8.02,3.23,38128.98,1166673.2,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457",361199.13
67270.0,6.33,7.47,6.39,41780.47,1375633.37,"31512 Karina Street
Lake Aaron, UT 10919",215279.09
50887.44,4.46,7.06,4.16,47731.01,839638.46,"93436 Robin Greens
Combsside, KY 24257-6372",201836.17
80597.11,6.44,7.66,3.1,34487.57,1638265.39,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215",528472.71
66041.12,6.49,8.22,5.15,40163.97,1385400.46,"1993 Gibson Freeway
Lake Michael, WI 24423",269009.8
81316.38,4.13,7.2,3.36,35589.59,1153233.24,"54406 Matthew Ramp
Travisshire, MI 61690-5478",343224.18
67877.03,5.32,7.96,5.28,43300.95,1370178.47,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386",259503.5
69306.96,5.56,6.94,2.02,36851.38,1181877.18,"9573 Tina Rest Apt. 034
Simstown, AR 51547",585087.71
61200.73,5.3,6.23,4.23,42789.69,894251.07,"45153 Salas Hollow Apt. 148
West Erica, SD 93725",211406.87
70619.17,5.89,7.94,5.15,37865.65,1421135.81,"15057 Larsen Locks
Mcmahonview, SC 51585-5774",275948.7
69910.85,5.9,5.63,4.04,38440.74,1028964.47,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581",254694.18
64889.22,3.73,7.66,3.2,25904.98,923508.13,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619",288596.29
69900.13,6.33,8.37,6.34,32679.19,1599634.47,"00985 Michael Fields Suite 034
Wandahaven, CO 62328",252308.28
79045.04,5.54,8.2,5.26,24721.96,1369186.07,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490",260301.53
76460.22,7.03,6.63,4.16,46851.04,1748782.81,"0091 Park Junction
Port Leslie, AZ 49290",420380.48
58307.73,6.38,8.31,4.07,25509.07,1150877.74,"478 Charles Trail
West Christopher, NH 85839",282770.94
56679.02,5.1,8.97,5.49,40785.03,1110598.75,"361 Stephen Burgs
North Michaelview, AL 42767",202294.85
58823.05,5.71,7.17,4.21,38682.57,1159207.08,"278 Mccormick Brooks
New Margaretland, NC 90315-1115",275346.1
80836.34,5.77,7.42,3.02,49864.47,1811377.22,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670",599793.78
67710.11,5.85,8.48,4.18,25222.46,1267443.4,"566 Eric Ford
Jasonmouth, CO 83797-1879",303216.12
70027.65,7.34,5.36,3.22,40512.82,1352547.69,"69659 Owens Path Apt. 651
North Michael, FM 93545",420045.87
36100.44,5.78,5.5,2.29,44901.86,599504.02,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032",261792.15
67217.49,4.62,6.26,4.19,23999.76,717213.27,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866",171172.62
63657.28,6.42,5.81,3.43,36391.93,1008712.58,"0022 Young Rest
Lake Kevin, CA 25438-1821",294085.3
71468.27,5.48,5.49,3.25,36377.84,1071596.11,"7235 Tammy Islands
Dawnfort, NM 54549",329721.88
62989.51,6.55,6.6,4.46,36913.35,1397341.86,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350",313305.35
69327.26,6.16,7.11,6.45,31054.78,1313304.59,"778 Gomez Centers
South Meagan, DE 82655-5020",203613.11
94902.24,6.37,8.42,3.01,41662.08,2106510.86,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637",699837.5
79579.2,4.83,7.11,3.44,31756.41,1306458.91,"Unit 4693 Box 5974
DPO AP 07885-8587",379784.57
73756.12,5.25,6.4,3.29,59485.07,1354928.95,"PSC 3969, Box 0709
APO AE 18919-6165",411832.51
65873.94,7.31,8.56,4.49,39785.63,1582765.59,"25551 Barrera Roads
New Teresa, MI 82737-9223",352509.04
52934.44,6.03,6.46,3.44,46520.69,847155.04,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172",246266.0
82830.59,5.93,7.12,4.13,32026.91,1342245.97,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540",324999.02
73930.84,5.28,7.68,4.16,42702.4,1363086.9,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748",327665.12
58557.13,5.3,7.04,6.4,54167.34,1275318.56,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423",199268.52
51718.35,7.51,7.11,3.11,49639.17,1285923.73,"855 Carol Burgs
Frazierchester, MS 46812-0037",413480.3
69807.72,7.42,7.26,3.38,51453.27,1789607.53,"595 Daniel Manors
Jamesstad, CO 07651",529469.68
79627.63,4.69,6.29,2.15,31638.85,1196064.33,"73634 Mcintyre Pass
Tammyside, AL 76708-8615",556308.99
97112.36,5.91,6.13,3.1,51470.07,1917584.0,"35841 Christine Shore
Wallmouth, NC 98956-5357",618575.48
74354.23,6.85,6.15,4.39,30091.12,1370274.39,"59942 David Brook Suite 114
East John, DC 09236-7627",312135.4
72481.03,5.98,8.46,3.07,45160.1,1677204.25,"817 Barbara Ville Apt. 469
Port Mary, CT 03068",546320.6
73093.49,5.7,5.78,2.37,41796.13,1439714.28,"514 Martin Ford
Smithmouth, OR 69870",607474.38
51992.74,7.19,7.14,3.32,21759.51,1012262.71,"073 Martinez Neck Suite 992
North Sara, MA 27515",304898.41
66484.05,4.83,9.07,3.37,51712.14,1511743.13,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480",448588.47
